,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_pca__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
37,3.84532260895,0.00179500579834,0.845035823951,0.854989871686,0.001,7,13,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 13, 'NN__alpha': 0.001}",4,0.840409207161,0.85898912348,0.834186284545,0.852737973388,0.856192425793,0.853377686796,0.857215967247,0.855040941658,0.837173579109,0.854803633107,1.94706477074,0.000166188346437,0.00973383744753,0.00217722272307
38,2.90167326927,0.00180854797363,0.843500511771,0.852968406746,0.001,7,14,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 14, 'NN__alpha': 0.001}",8,0.83989769821,0.854254638516,0.835209825998,0.857088024565,0.85516888434,0.855808597748,0.846980552712,0.848771750256,0.84024577573,0.848919022643,0.527522855586,0.000180529477539,0.00693645251952,0.00348430094507
39,1.30632944107,0.00106811523438,0.807164790174,0.806141159063,0.0001,7,2,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 2, 'NN__alpha': 0.0001}",49,0.811253196931,0.80537428023,0.808597748209,0.806678607984,0.815250767656,0.802712384852,0.803991811668,0.807062436029,0.796722990271,0.808878086222,0.407836323142,2.91881212913e-05,0.00637500123135,0.0020480707313
40,1.0539914608,0.00129356384277,0.811566018424,0.813536344331,0.0001,7,3,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 3, 'NN__alpha': 0.0001}",47,0.814833759591,0.814971209213,0.811668372569,0.814227226203,0.819856704197,0.811412487206,0.807062436029,0.812436028659,0.804403481823,0.814634770372,0.150609517051,7.26607522083e-05,0.00549522473001,0.00137580219688
41,2.56646995544,0.00151443481445,0.816171954964,0.813843393686,0.0001,7,4,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 4, 'NN__alpha': 0.0001}",41,0.808184143223,0.817018554063,0.814227226203,0.810261003071,0.82548618219,0.810133060389,0.820368474923,0.814611054248,0.812596006144,0.817193296661,0.575237692841,0.000549658136732,0.00607891823115,0.0031142540614
42,3.7013109684,0.00163559913635,0.813101330604,0.822287695834,0.0001,7,5,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 5, 'NN__alpha': 0.0001}",44,0.800511508951,0.82431222009,0.815762538383,0.822927328557,0.819856704197,0.821519959058,0.816786079836,0.821519959058,0.812596006144,0.821159012409,0.935239045888,0.000645555247274,0.00671020752287,0.00117988086425
43,3.74236187935,0.00190491676331,0.82395087001,0.828019514917,0.0001,7,6,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 6, 'NN__alpha': 0.0001}",34,0.813810741688,0.830070377479,0.821392016377,0.827405322416,0.830092118731,0.82395087001,0.838280450358,0.831243602866,0.816180235535,0.827427401817,1.62119367617,0.000698781182283,0.0090865419442,0.00252517255178
44,2.50374279022,0.00144367218018,0.829477993859,0.834288549225,0.0001,7,7,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 7, 'NN__alpha': 0.0001}",31,0.826598465473,0.834804862444,0.82395087001,0.835721596725,0.838792221085,0.829452405322,0.826509723644,0.833162743091,0.831541218638,0.838301138544,0.932477471025,9.9695623309e-05,0.00526621685893,0.00293519351385
45,2.4539712429,0.00150556564331,0.835312180143,0.842297761152,0.0001,7,8,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 8, 'NN__alpha': 0.0001}",26,0.831202046036,0.842994241843,0.824974411464,0.840583418628,0.842886386899,0.839687819857,0.841351074719,0.841734902764,0.836149513569,0.846488422669,0.732055976474,5.82652082595e-05,0.00660770660993,0.00237125716518
46,1.90364127159,0.00161657333374,0.835721596725,0.844089086378,0.0001,7,9,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 9, 'NN__alpha': 0.0001}",25,0.830179028133,0.845681381958,0.821903787103,0.844293756397,0.845445240532,0.845829068577,0.842886386899,0.840455475947,0.838197644649,0.844185749009,0.487556395026,0.000117990423306,0.00864498460198,0.00193996399523
47,3.2587978363,0.00159397125244,0.840020470829,0.848874149263,0.0001,7,10,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 10, 'NN__alpha': 0.0001}",20,0.83989769821,0.852335252719,0.836745138178,0.849027635619,0.842374616172,0.849283520983,0.842886386899,0.843142272262,0.838197644649,0.850582064731,1.06782882117,0.000103999550647,0.00235878590981,0.00309650672854
48,2.79136686325,0.00174121856689,0.842579324463,0.849821049507,0.0001,7,11,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 11, 'NN__alpha': 0.0001}",13,0.837340153453,0.853742802303,0.836233367451,0.847876151484,0.849027635619,0.850946775844,0.849027635619,0.849411463664,0.84126984127,0.847128054241,0.932073084539,9.20469139243e-05,0.00552466167345,0.00236008547166
49,3.2077226162,0.00171694755554,0.845240532242,0.8517655131,0.0001,7,12,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 12, 'NN__alpha': 0.0001}",3,0.83989769821,0.850671785029,0.840839303992,0.854912998976,0.853121801433,0.851074718526,0.846468781986,0.847748208802,0.845878136201,0.854419854164,0.577114518964,6.22247096161e-05,0.0047320318426,0.00263683013798
50,3.18633375168,0.0017671585083,0.843500511771,0.853224216805,0.0001,7,13,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 13, 'NN__alpha': 0.0001}",8,0.835805626598,0.85195137556,0.833162743091,0.853121801433,0.854657113613,0.855424769703,0.846980552712,0.856064483112,0.846902201741,0.849558654215,0.489630270108,7.63852348144e-05,0.00792788804162,0.00236543901184
51,2.66104440689,0.00124917030334,0.841555783009,0.852686909928,0.0001,7,14,"{'NN__hidden_layer_sizes': 7, 'pca__n_components': 14, 'NN__alpha': 0.0001}",15,0.833248081841,0.85361484325,0.835209825998,0.857343909928,0.854145342886,0.854657113613,0.848515864893,0.848643807574,0.836661546339,0.849174875272,0.555507389318,0.00027806564167,0.00824870222523,0.00331998421333
